# 3D point list with one line of data per point
#  POINT_ID, X, Y, Z, R, G, B, ERROR
528 14.302915 3.286052 -3.249413 159 158 153 0
529 20.540628 3.167619 -3.240988 67 68 41 0
530 20.641825 3.206933 -3.226707 67 76 46 0
531 20.731020 3.269941 -3.217142 64 82 45 0
532 11.666486 3.385129 -3.218513 145 141 138 0
533 11.724316 3.393073 -3.267048 147 140 135 0
534 12.584360 3.437249 -3.155318 162 150 139 0
535 12.654372 3.400850 -3.174638 164 157 156 0
536 12.770160 3.424298 -3.226075 167 158 155 0
537 13.135600 3.412929 -3.276001 145 134 124 0
538 14.607566 3.427524 -3.172200 151 143 123 0
539 20.683517 3.321749 -3.181845 64 83 48 0
540 20.782667 3.377727 -3.226691 64 80 45 0
541 20.865604 3.386020 -3.232468 66 86 49 0
542 12.833288 3.497061 -3.216889 160 150 147 0
543 14.661937 3.509773 -3.165502 85 99 70 0
544 14.732538 3.562225 -3.154147 139 133 123 0
545 20.694862 3.557827 -3.231470 74 82 50 0
546 20.798973 3.524594 -3.227626 66 80 45 0
547 20.876198 3.536646 -3.228523 65 79 45 0
548 12.675725 3.688251 -3.161299 150 139 130 0
549 12.791254 3.716547 -3.177051 157 149 135 0
550 20.674810 3.674175 -3.196750 64 83 46 0
551 20.781372 3.666514 -3.221061 70 86 50 0
552 20.884748 3.653518 -3.239803 72 86 52 0
553 21.035715 3.609412 -3.209772 66 81 48 0
554 12.846276 3.763589 -3.155352 159 150 145 0
555 20.813292 3.811062 -3.192779 67 88 47 0
556 20.900377 3.835100 -3.238560 65 84 47 0
557 21.024927 3.875339 -3.274557 69 93 52 0
558 10.790500 3.949586 -3.282114 140 140 136 0
559 10.904156 4.002269 -3.200501 153 148 143 0
560 10.970047 4.016376 -3.205037 153 148 144 0
561 12.513498 3.956511 -3.212729 163 158 152 0
562 12.798683 3.949647 -3.165319 146 142 137 0
563 13.186279 3.916220 -3.270772 178 170 165 0
564 15.099287 4.043694 -3.162709 129 125 126 0
565 20.939249 3.920171 -3.235159 65 80 48 0
566 21.079241 3.971972 -3.245988 66 79 48 0
567 21.215425 4.020815 -3.262599 62 76 43 0
568 21.303791 4.048340 -3.295353 55 69 34 0
569 13.054598 4.167368 -3.156383 150 140 135 0
570 14.975422 4.116167 -3.255787 148 142 131 0
571 15.105453 4.088040 -3.172092 136 130 126 0
572 15.238182 4.125161 -3.187788 135 125 120 0
573 15.301143 4.112627 -3.186030 131 120 112 0
574 21.396639 4.080681 -3.288195 61 77 41 0
575 21.477537 4.094424 -3.281848 67 85 49 0
576 13.271219 4.231983 -3.186685 150 143 141 0
577 13.480069 4.285734 -3.153085 160 150 144 0
578 13.559974 4.283594 -3.176580 149 142 136 0
579 13.694725 4.320805 -3.227469 136 133 120 0
580 15.219595 4.210067 -3.172091 113 108 93 0
581 13.747126 4.368035 -3.271178 155 148 142 0
582 13.850557 4.383193 -3.243206 152 148 140 0
583 14.040383 4.434153 -3.203558 143 136 130 0
584 14.174341 4.460302 -3.219265 139 132 124 0
585 14.683989 4.431940 -3.173253 128 125 115 0
586 14.736580 4.380123 -3.169550 118 109 98 0
587 21.640663 4.455983 -3.282827 70 79 43 0
588 11.057538 4.589337 -3.174547 166 155 145 0
589 11.589634 4.515471 -3.186667 137 130 123 0
590 11.762632 4.576997 -3.182205 151 145 141 0
591 11.851236 4.510549 -3.157761 153 147 139 0
592 12.028604 4.541720 -3.152715 142 136 128 0
593 14.224655 4.641483 -3.187268 138 132 131 0
594 21.474339 4.617373 -3.185670 76 95 51 0
595 21.814476 4.516684 -3.283131 85 100 57 0
596 12.174981 4.696232 -3.164853 146 133 125 0
597 14.187714 4.712637 -3.218281 146 142 130 0
598 14.309901 4.727633 -3.223341 143 137 129 0
599 14.456635 4.746464 -3.209137 144 137 129 0
600 12.036034 4.915714 -3.156674 158 146 142 0
601 14.215350 4.823173 -3.239063 155 148 141 0
602 14.320299 4.844100 -3.245657 155 147 140 0
603 14.459027 4.852544 -3.251334 143 138 129 0
604 14.597668 4.867842 -3.254834 143 138 131 0
605 15.157746 4.842300 -3.194867 146 137 127 0
606 14.049934 4.991507 -3.227343 155 144 138 0
607 14.163029 5.026263 -3.268100 155 146 141 0
608 14.611121 5.031315 -3.178764 137 124 111 0
609 11.710078 5.281828 -3.189872 171 159 149 0
610 14.866306 5.297184 -3.154082 95 103 86 0
611 22.320765 5.300521 -3.205464 80 92 57 0
612 22.395454 5.325927 -3.194242 75 87 50 0
613 22.525057 5.354893 -3.208545 76 87 53 0
614 22.692028 5.396026 -3.151423 77 92 54 0
615 14.064864 5.452103 -3.206770 170 158 148 0
616 14.142386 5.466694 -3.218707 170 155 149 0
617 14.256388 5.473159 -3.255162 157 146 144 0
618 12.379204 5.632473 -3.215302 184 171 162 0
619 13.986704 5.691511 -3.247034 178 172 159 0
620 22.707666 5.691672 -3.151107 80 95 52 0
621 22.850567 5.691720 -3.243630 56 73 41 0
622 23.790108 5.636590 -3.283024 76 90 52 0
623 23.937592 5.667257 -3.230282 96 99 66 0
624 24.069128 5.692106 -3.261459 83 95 58 0
625 12.577788 5.715091 -3.295836 158 146 140 0
626 13.938603 5.733563 -3.233041 184 165 151 0
627 14.060224 5.739860 -3.264663 175 163 153 0
628 14.142550 5.769073 -3.278410 174 164 152 0
629 22.725975 5.744463 -3.169548 75 91 51 0
630 22.886724 5.763489 -3.178392 79 91 56 0
631 23.016220 5.752424 -3.220610 69 85 50 0
632 23.950171 5.702964 -3.285517 73 87 47 0
633 24.024214 5.711171 -3.247502 94 96 60 0
634 22.691864 5.994712 -3.156040 71 85 50 0
635 23.509140 5.966433 -3.241142 88 93 58 0
636 23.776810 5.942602 -3.270993 83 93 51 0
637 22.767500 6.054169 -3.176122 90 102 64 0
638 22.870697 6.090412 -3.181022 92 102 63 0
639 22.980028 6.109253 -3.176481 97 101 64 0
640 23.826933 6.045233 -3.285728 89 93 58 0
641 23.882421 6.090228 -3.262982 95 94 65 0
642 22.919254 6.175460 -3.199047 72 83 48 0
643 23.028635 6.213466 -3.215243 72 83 48 0
644 23.141880 6.267964 -3.246605 66 82 49 0
645 12.711278 6.319022 -3.298623 140 143 144 0
646 23.190722 6.319078 -3.233276 74 89 54 0
647 23.293093 6.344733 -3.281878 70 84 50 0
648 23.459417 6.392790 -3.255934 73 90 57 0
649 23.600092 6.445809 -3.264902 82 96 60 0
650 23.773811 6.524676 -3.278657 88 102 63 0
651 23.934641 6.560027 -3.269756 83 97 62 0
652 24.023672 6.585409 -3.289439 83 98 62 0
653 23.965027 6.625304 -3.271676 88 95 60 0
654 24.048397 6.650938 -3.270009 84 92 56 0
655 24.190695 6.669654 -3.281204 84 92 56 0
656 10.892949 -8.877721 -3.105607 141 130 130 0
657 10.543012 -8.787552 -3.020198 151 142 143 0
658 11.845303 -8.606135 -3.047088 170 167 162 0
659 11.867552 -8.638448 -3.005853 160 154 154 0
660 11.670257 -8.302060 -3.041438 152 145 143 0
661 12.121466 -8.139233 -3.075751 171 163 164 0
662 11.884000 -8.062678 -3.075689 152 148 148 0
663 11.513281 -7.855649 -3.043630 156 145 146 0
664 11.680753 -7.949262 -3.042138 150 143 137 0
665 11.425301 -7.778442 -3.029430 154 147 149 0
666 10.169938 -0.151524 -3.073099 160 152 147 0
667 10.473166 -0.198248 -3.128270 139 128 124 0
668 10.145037 -0.109182 -3.091114 149 144 140 0
669 10.206233 -0.108790 -3.092844 148 141 138 0
670 10.615378 0.434907 -3.149225 159 147 142 0
671 10.512879 0.481499 -3.149107 152 141 134 0
672 11.925115 1.946430 -3.138652 160 161 160 0
673 11.955986 1.992655 -3.038846 155 145 142 0
674 12.037872 2.001535 -3.060790 158 149 146 0
675 11.664685 2.342156 -3.044635 142 133 125 0
676 13.336099 2.367939 -3.135869 129 126 123 0
677 11.642879 2.427841 -3.043108 166 151 148 0
678 13.042834 2.533095 -3.054789 61 77 46 0
679 13.142667 2.472035 -3.047433 145 138 128 0
680 13.243277 2.475548 -3.044831 127 124 111 0
681 13.080236 2.596543 -3.023907 147 140 134 0
682 13.284275 2.601333 -3.049466 139 136 133 0
683 13.353925 2.570325 -3.004358 157 149 141 0
684 13.535221 2.681301 -3.017651 141 126 118 0
685 13.437188 2.810513 -3.087498 151 143 135 0
686 14.842203 3.112322 -3.148855 153 140 129 0
687 20.520485 3.148797 -3.103336 62 77 51 0
688 20.657921 3.137390 -3.065958 83 92 61 0
689 20.745869 3.119386 -3.130686 73 83 58 0
690 12.897528 3.181479 -3.055856 77 88 54 0
691 13.041685 3.199141 -3.044938 127 131 122 0
692 13.106459 3.227457 -3.035825 156 141 131 0
693 14.732137 3.178625 -3.043483 140 132 121 0
694 14.900019 3.197972 -3.056993 146 138 131 0
695 15.027635 3.219474 -3.092320 145 138 131 0
696 20.524126 3.164790 -3.078116 62 78 50 0
697 20.659624 3.217029 -3.074311 72 87 53 0
698 20.735085 3.257755 -3.078883 72 88 54 0
699 11.350267 3.408942 -3.033787 146 139 135 0
700 14.515836 3.415602 -3.056579 142 142 135 0
701 14.637323 3.428104 -3.074387 145 142 133 0
702 14.755986 3.432944 -3.099234 151 147 139 0
703 20.683180 3.346452 -3.062204 72 86 54 0
704 20.763945 3.377078 -3.076190 67 83 50 0
705 12.595042 3.465068 -3.114830 157 152 145 0
706 12.674723 3.477695 -3.133360 156 150 145 0
707 14.513064 3.493910 -3.055481 143 137 129 0
708 14.637481 3.507119 -3.065141 147 141 132 0
709 14.761678 3.514316 -3.052043 150 146 136 0
710 14.902173 3.539854 -3.041843 157 151 143 0
711 15.008873 3.560553 -3.040870 156 146 134 0
712 20.669849 3.523437 -3.026573 72 91 51 0
713 20.769573 3.516068 -3.076251 71 88 49 0
714 20.880081 3.574822 -3.114500 75 85 47 0
715 12.530685 3.658875 -3.049803 180 170 168 0
716 12.662872 3.673004 -3.104446 157 150 141 0
717 14.986236 3.609337 -3.037490 159 149 138 0
718 15.084972 3.637175 -3.081475 156 143 134 0
719 20.662004 3.689408 -3.055345 77 89 53 0
720 20.749390 3.664380 -3.102089 76 88 52 0
721 20.870335 3.619985 -3.111583 73 87 53 0
722 12.567054 3.862490 -3.096760 153 146 136 0
723 12.664804 3.884936 -3.108477 158 148 139 0
724 20.505804 3.813592 -3.005286 104 94 79 0
725 20.651087 3.796230 -3.036717 82 87 65 0
726 20.764282 3.812010 -3.096852 73 89 54 0
727 20.868071 3.866435 -3.118960 72 87 51 0
728 10.797283 3.961215 -3.128787 152 144 141 0
729 10.899340 4.003416 -3.132842 150 143 139 0
730 11.011572 4.034415 -3.088356 144 135 131 0
731 12.717941 3.903514 -3.114252 159 148 141 0
732 12.806726 3.952308 -3.139402 153 144 136 0
733 14.984884 4.030454 -3.140643 131 127 125 0
734 15.292737 3.975787 -3.139936 55 71 41 0
735 20.898817 3.910634 -3.140293 71 89 51 0
736 11.057411 4.064761 -3.070719 152 146 142 0
737 11.128787 4.091669 -3.045403 157 150 145 0
738 14.890448 4.113068 -3.107367 151 134 126 0
739 15.079635 4.138534 -3.104074 149 143 143 0
740 15.241994 4.142006 -3.100104 123 119 106 0
741 15.366583 4.143065 -3.149276 154 147 139 0
742 11.983982 4.318202 -3.000703 147 142 147 0
743 12.216651 4.299070 -3.140773 152 152 147 0
744 13.204165 4.216473 -3.122757 153 144 137 0
745 13.413213 4.265376 -3.139348 154 145 134 0
746 13.563748 4.272273 -3.131017 143 137 128 0
747 13.670345 4.292096 -3.097669 138 132 123 0
748 14.500231 4.326035 -3.023212 77 53 46 0
749 14.655169 4.314820 -3.057080 139 133 127 0
750 14.734104 4.321846 -3.056239 142 135 128 0
751 14.905890 4.275118 -3.062066 142 137 126 0
752 15.395677 4.223762 -3.094333 132 131 128 0
753 11.912949 4.458788 -3.129595 150 141 132 0
754 12.090537 4.386064 -3.058059 142 142 139 0
755 12.222868 4.420132 -3.079616 137 141 138 0
756 14.514433 4.487245 -3.101696 137 134 130 0
757 14.654009 4.395053 -3.087694 143 137 128 0
758 14.756523 4.414695 -3.085356 141 135 127 0
759 14.874992 4.367128 -3.048656 113 107 100 0
760 21.363249 4.484007 -3.054800 64 79 44 0
761 21.474802 4.473965 -3.069886 80 94 58 0
762 9.848123 4.647318 -3.029368 179 173 167 0
763 11.068937 4.616261 -3.102927 154 141 135 0
764 11.650043 4.527640 -3.077873 150 143 132 0
765 11.766133 4.566129 -3.116611 148 141 132 0
766 11.920263 4.617468 -3.114578 151 137 130 0
767 14.778518 4.529771 -3.039599 155 142 134 0
768 21.276913 4.527915 -3.015275 63 78 49 0
769 21.379398 4.529831 -3.050443 65 78 46 0
770 21.482162 4.557443 -3.073283 68 80 48 0
771 21.625082 4.622684 -3.114484 62 69 37 0
772 9.954553 4.696006 -3.019731 163 155 150 0
773 11.691893 4.729961 -3.054395 162 149 140 0
774 11.813646 4.739082 -3.029167 137 137 134 0
775 12.149663 4.684349 -3.133461 152 140 132 0
776 14.065561 4.692610 -3.071904 134 131 117 0
777 14.167618 4.728532 -3.080627 160 153 146 0
778 14.302759 4.773599 -3.118397 162 157 150 0
779 15.142695 4.662060 -3.022376 148 134 124 0
780 15.291135 4.671232 -3.036766 140 129 118 0
781 11.800780 4.816905 -3.037568 176 159 151 0
782 11.909087 4.860075 -3.074684 164 151 143 0
783 12.020126 4.909802 -3.112408 166 153 145 0
784 14.208687 4.811169 -3.013500 156 162 151 0
785 14.349704 4.863103 -3.005684 148 141 134 0
786 10.330499 5.087747 -3.081323 157 151 148 0
787 13.612492 4.987154 -3.020837 157 141 137 0
788 13.745245 5.023449 -3.026126 147 130 124 0
789 13.883258 5.054122 -3.036859 157 141 137 0
790 14.015959 5.073982 -3.077543 160 150 146 0
791 14.130943 5.092422 -3.100677 158 150 144 0
792 14.490434 5.004606 -3.021482 141 133 123 0
793 14.632323 5.062074 -3.043611 140 133 124 0
794 14.741982 5.078304 -3.069913 143 131 122 0
795 13.623358 5.162300 -3.015637 161 148 145 0
796 13.709636 5.183028 -3.031407 157 148 144 0
797 13.965145 5.117723 -3.025223 161 149 144 0
798 14.184476 5.126575 -3.094625 159 151 144 0
799 14.356970 5.204240 -3.124295 157 151 143 0
800 14.666676 5.209176 -3.035625 145 140 130 0
801 14.779124 5.178838 -3.044490 144 136 129 0
802 14.922320 5.215731 -3.028299 152 145 136 0
803 15.069931 5.195306 -3.073040 142 129 121 0
804 11.142539 5.366845 -3.043760 166 159 143 0
805 11.669014 5.261514 -3.134622 132 131 131 0
806 11.813060 5.318527 -3.052365 164 151 140 0
807 11.868245 5.342812 -3.061430 155 143 133 0
808 14.660014 5.301362 -3.138629 142 132 119 0
809 14.844492 5.270025 -3.026892 153 142 136 0
810 14.939297 5.307575 -3.020745 152 141 134 0
811 15.043748 5.331366 -3.021600 140 131 121 0
812 15.150735 5.392916 -3.037161 149 138 125 0
813 22.390869 5.339134 -3.075201 82 91 51 0
814 22.506165 5.375702 -3.037217 88 93 52 0
815 11.225949 5.405901 -3.084772 167 160 144 0
816 11.997840 5.444578 -3.084686 169 152 145 0
817 12.058876 5.473493 -3.092819 163 149 140 0
818 15.104471 5.407208 -3.031680 147 135 124 0
819 15.228157 5.417140 -3.030921 145 132 118 0
820 12.185495 5.559683 -3.146174 176 162 155 0
821 14.645823 5.654687 -3.106031 191 166 151 0
822 14.711338 5.669185 -3.114288 211 183 160 0
823 22.620743 5.679117 -3.070476 87 90 55 0
824 22.676073 5.694332 -3.044410 95 97 63 0
825 13.128459 5.817765 -3.033484 169 152 144 0
826 13.231490 5.836642 -3.067090 170 154 144 0
827 14.657116 5.736717 -3.091397 195 169 153 0
828 14.773690 5.764502 -3.101772 194 167 152 0
829 22.478010 5.815887 -3.054138 112 86 81 0
830 22.570591 5.817626 -3.064246 99 91 70 0
831 22.731592 5.740533 -3.071823 98 99 65 0
832 22.855837 5.768700 -3.074553 98 99 65 0
833 13.168630 5.872413 -3.046864 165 150 144 0
834 13.260127 5.882229 -3.085274 167 151 144 0
835 22.443794 5.921233 -3.059771 90 100 68 0
836 22.593992 5.907019 -3.059977 89 93 62 0
837 22.697695 5.981442 -3.048700 100 98 81 0
838 22.976202 5.857690 -3.124544 94 94 62 0
839 14.362333 6.080384 -3.048883 129 121 91 0
840 14.472992 6.100246 -3.050149 153 143 132 0
841 14.568912 6.128212 -3.066315 151 141 134 0
842 22.645464 6.109208 -3.016464 77 97 58 0
843 22.742601 6.067050 -3.067248 87 97 62 0
844 22.849592 6.102596 -3.092656 98 104 68 0
845 14.489614 6.231504 -3.038841 151 141 131 0
846 14.610421 6.258698 -3.043967 146 136 127 0
847 14.726635 6.267999 -3.044991 148 139 127 0
848 22.731382 6.180745 -3.038673 93 99 68 0
849 22.879616 6.188539 -3.114282 83 92 60 0
850 23.035707 6.254732 -3.133739 74 87 55 0
851 23.120073 6.281383 -3.149626 73 88 57 0
852 13.608767 6.348447 -3.100653 163 151 148 0
853 13.780089 6.438941 -3.148942 162 151 144 0
854 14.666571 6.343430 -3.028944 148 138 132 0
855 14.789034 6.342454 -3.067647 141 134 124 0
856 14.892523 6.358175 -3.074726 140 131 122 0
857 23.206240 6.309551 -3.132724 83 92 59 0
858 14.802771 6.456315 -3.071483 170 167 171 0
859 10.472147 -8.714953 -2.934092 149 144 138 0
860 10.533426 -8.738570 -2.932509 133 126 120 0
861 12.034157 -8.729539 -2.913461 150 146 148 0
862 10.197914 -8.550903 -2.878930 143 127 125 0
863 10.323133 -8.689499 -2.869698 145 136 136 0
864 10.446197 -8.612202 -2.952821 158 149 155 0
865 11.827808 -8.600545 -2.919128 131 127 129 0
866 11.913489 -8.644631 -2.886123 147 141 139 0
867 9.933164 -8.538000 -2.851928 144 134 142 0
868 10.221033 -8.523218 -2.869341 150 138 141 0
869 11.673658 -8.424438 -2.871423 156 153 149 0
870 11.752128 -8.541009 -2.907337 164 161 159 0
871 9.850138 -8.299391 -2.858788 158 148 150 0
872 11.660276 -8.280746 -2.862586 139 135 138 0
873 11.732725 -8.325997 -2.860607 155 153 151 0
874 11.495830 -8.166243 -2.859376 156 149 145 0
875 11.605377 -8.210462 -2.859605 153 147 140 0
876 11.061973 -7.987467 -2.954783 157 148 144 0
877 11.223928 -8.001735 -2.858184 155 147 145 0
878 11.276935 -8.051848 -2.897692 173 160 157 0
879 11.619692 -8.076962 -2.875113 150 144 142 0
880 11.858992 -7.951576 -2.877782 159 155 151 0
881 10.847410 -7.831777 -2.888550 164 155 148 0
882 11.041559 -7.899227 -2.875720 162 150 147 0
883 11.114245 -7.866385 -2.858537 154 146 137 0
884 11.482540 -7.897505 -2.870775 171 166 161 0
885 11.681412 -7.830289 -2.876061 157 152 156 0
886 11.779984 -7.895842 -2.888995 158 153 156 0
887 10.730982 -7.680624 -2.880029 161 151 148 0
888 10.869044 -7.727391 -2.897074 163 153 149 0
889 11.012849 -7.711935 -2.882174 156 149 145 0
890 11.190135 -7.719470 -2.896553 157 150 148 0
891 11.331613 -7.739853 -2.864798 168 161 158 0
892 11.462420 -7.752961 -2.872008 148 144 140 0
893 10.733917 -7.627575 -2.903784 156 145 140 0
894 10.841862 -7.636611 -2.949954 157 151 149 0
895 11.009260 -7.631996 -2.859916 169 165 162 0
896 9.112294 -1.264486 -2.871480 160 153 149 0
897 9.158815 -1.271551 -2.867647 144 136 127 0
898 10.583385 1.796455 -2.891715 143 137 131 0
899 10.602359 1.829873 -2.870043 131 128 122 0
900 10.698649 1.855254 -2.867908 145 141 142 0
901 11.830636 2.019860 -2.900670 137 132 121 0
902 11.921046 2.029009 -2.915481 147 140 134 0
903 12.026799 2.026602 -2.966253 152 146 143 0
904 11.899086 2.131409 -2.877718 155 156 147 0
905 13.058432 2.183645 -2.948309 145 136 124 0
906 13.281204 2.219800 -2.970964 147 141 136 0
907 13.417646 2.239118 -2.923999 115 126 101 0
908 13.569340 2.170784 -2.868833 141 133 126 0
909 13.728800 2.168808 -2.871231 116 120 99 0
910 11.647997 2.362855 -2.911144 155 151 147 0
911 11.732246 2.368973 -2.943226 160 154 148 0
912 13.160535 2.316136 -2.850586 152 137 131 0
913 13.214518 2.325712 -2.876523 148 142 132 0
914 13.473592 2.283832 -2.855926 144 135 129 0
915 13.549067 2.288802 -2.880111 141 136 132 0
916 13.703773 2.292563 -2.871565 142 136 127 0
917 13.853786 2.297699 -2.875301 146 141 131 0
918 11.544484 2.411449 -2.872738 143 129 131 0
919 11.639107 2.412216 -2.874045 143 138 133 0
920 11.710300 2.429162 -2.871861 160 154 152 0
921 12.879122 2.511854 -2.903661 143 140 130 0
922 12.991514 2.525536 -2.939816 143 139 127 0
923 13.121346 2.512510 -2.968487 146 140 131 0
924 13.263863 2.511306 -2.959862 149 140 131 0
925 13.395166 2.536304 -2.970455 155 149 139 0
926 13.799198 2.543801 -2.871620 132 127 118 0
927 13.889043 2.498908 -2.869086 133 131 116 0
928 13.951476 2.540598 -2.879539 73 87 58 0
929 12.988438 2.562078 -2.940779 145 137 131 0
930 13.166766 2.584060 -2.905562 135 133 123 0
931 13.284651 2.608532 -2.937492 143 133 125 0
932 13.400756 2.639225 -2.967734 144 133 124 0
933 13.504169 2.666027 -2.976997 144 134 125 0
934 13.770384 2.590115 -2.872273 152 149 139 0
935 13.907855 2.578584 -2.878398 123 122 108 0
936 13.999756 2.587338 -2.894684 143 135 123 0
937 12.498441 2.813372 -2.859075 59 81 49 0
938 11.436047 3.040262 -2.881650 147 142 135 0
939 11.569642 3.076898 -2.895492 149 144 136 0
940 12.708087 3.141368 -2.907475 142 130 122 0
941 13.020555 3.141213 -2.859704 137 130 120 0
942 20.523947 3.102609 -2.933216 85 100 60 0
943 20.603840 3.117983 -2.924716 83 98 58 0
944 11.202883 3.270699 -2.937728 145 139 137 0
945 11.284850 3.289000 -2.945143 148 139 136 0
946 11.510486 3.275491 -2.862250 150 145 137 0
947 11.581041 3.273587 -2.863543 151 142 131 0
948 12.851233 3.183281 -2.915737 136 134 123 0
949 12.975474 3.170618 -2.930911 146 138 128 0
950 13.154399 3.194974 -2.925195 121 122 108 0
951 20.658150 3.215906 -2.930155 82 96 58 0
952 20.733171 3.245610 -2.910365 78 94 56 0
953 11.047432 3.353499 -2.878547 168 161 159 0
954 11.185982 3.366640 -2.946029 156 149 146 0
955 11.349697 3.307827 -2.958479 143 142 143 0
956 11.541853 3.340075 -2.957489 135 131 126 0
957 11.602883 3.314046 -2.891646 147 141 133 0
958 14.659171 3.438130 -2.920027 164 160 153 0
959 14.739672 3.441953 -2.932982 167 164 156 0
960 20.678440 3.383344 -2.909982 82 97 58 0
961 20.743032 3.370144 -2.930265 83 96 58 0
962 14.546063 3.480158 -2.999739 150 148 144 0
963 14.659660 3.475257 -2.946829 160 152 142 0
964 14.757062 3.486534 -2.962607 162 156 147 0
965 14.873213 3.486427 -2.994171 155 152 145 0
966 20.530537 3.575708 -2.903807 80 94 66 0
967 20.629692 3.536931 -2.918396 83 93 61 0
968 20.735281 3.490283 -2.944236 85 97 61 0
969 12.415458 3.642203 -2.882343 63 81 45 0
970 12.845306 3.704985 -2.979389 149 144 135 0
971 20.517677 3.682052 -2.882389 77 88 54 0
972 20.606367 3.676992 -2.938003 83 92 61 0
973 20.708130 3.723964 -2.981332 106 96 78 0
974 12.551052 3.846342 -2.913262 139 133 123 0
